image_path,image_R,image_G,image_B,image_S1,image_S2,image_S3,image_S4,image_S5,image_S6,image_S7,label,case
D:\Github\RGB-S\data\simulation_binary_1//images//01049,D:\Github\RGB-S\data\simulation_binary_1//images//01049_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01049_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01049_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01049_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01049_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01049_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01049_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01049_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01049_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01049_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01050,D:\Github\RGB-S\data\simulation_binary_1//images//01050_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01050_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01050_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01050_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01050_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01050_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01050_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01050_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01050_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01050_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01051,D:\Github\RGB-S\data\simulation_binary_1//images//01051_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01051_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01051_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01051_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01051_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01051_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01051_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01051_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01051_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01051_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01052,D:\Github\RGB-S\data\simulation_binary_1//images//01052_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01052_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01052_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01052_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01052_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01052_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01052_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01052_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01052_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01052_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01053,D:\Github\RGB-S\data\simulation_binary_1//images//01053_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01053_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01053_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01053_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01053_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01053_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01053_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01053_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01053_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01053_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01054,D:\Github\RGB-S\data\simulation_binary_1//images//01054_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01054_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01054_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01054_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01054_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01054_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01054_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01054_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01054_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01054_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01055,D:\Github\RGB-S\data\simulation_binary_1//images//01055_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01055_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01055_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01055_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01055_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01055_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01055_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01055_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01055_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01055_07.png,1,Test
D:\Github\RGB-S\data\simulation_binary_1//images//01056,D:\Github\RGB-S\data\simulation_binary_1//images//01056_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01056_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01056_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01056_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01056_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01056_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01056_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01056_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01056_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01056_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01057,D:\Github\RGB-S\data\simulation_binary_1//images//01057_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01057_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01057_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01057_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01057_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01057_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01057_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01057_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01057_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01057_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01058,D:\Github\RGB-S\data\simulation_binary_1//images//01058_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01058_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01058_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01058_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01058_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01058_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01058_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01058_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01058_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01058_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01059,D:\Github\RGB-S\data\simulation_binary_1//images//01059_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01059_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01059_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01059_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01059_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01059_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01059_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01059_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01059_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01059_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01060,D:\Github\RGB-S\data\simulation_binary_1//images//01060_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01060_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01060_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01060_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01060_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01060_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01060_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01060_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01060_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01060_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01061,D:\Github\RGB-S\data\simulation_binary_1//images//01061_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01061_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01061_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01061_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01061_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01061_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01061_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01061_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01061_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01061_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01062,D:\Github\RGB-S\data\simulation_binary_1//images//01062_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01062_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01062_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01062_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01062_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01062_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01062_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01062_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01062_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01062_07.png,0,Validation
D:\Github\RGB-S\data\simulation_binary_1//images//01063,D:\Github\RGB-S\data\simulation_binary_1//images//01063_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01063_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01063_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01063_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01063_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01063_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01063_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01063_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01063_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01063_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01064,D:\Github\RGB-S\data\simulation_binary_1//images//01064_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01064_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01064_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01064_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01064_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01064_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01064_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01064_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01064_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01064_07.png,0,Test
D:\Github\RGB-S\data\simulation_binary_1//images//01065,D:\Github\RGB-S\data\simulation_binary_1//images//01065_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01065_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01065_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01065_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01065_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01065_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01065_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01065_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01065_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01065_07.png,0,Validation
D:\Github\RGB-S\data\simulation_binary_1//images//01066,D:\Github\RGB-S\data\simulation_binary_1//images//01066_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01066_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01066_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01066_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01066_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01066_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01066_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01066_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01066_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01066_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01067,D:\Github\RGB-S\data\simulation_binary_1//images//01067_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01067_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01067_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01067_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01067_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01067_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01067_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01067_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01067_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01067_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01068,D:\Github\RGB-S\data\simulation_binary_1//images//01068_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01068_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01068_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01068_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01068_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01068_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01068_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01068_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01068_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01068_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01069,D:\Github\RGB-S\data\simulation_binary_1//images//01069_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01069_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01069_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01069_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01069_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01069_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01069_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01069_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01069_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01069_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01070,D:\Github\RGB-S\data\simulation_binary_1//images//01070_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01070_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01070_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01070_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01070_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01070_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01070_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01070_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01070_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01070_07.png,1,Test
D:\Github\RGB-S\data\simulation_binary_1//images//01071,D:\Github\RGB-S\data\simulation_binary_1//images//01071_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01071_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01071_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01071_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01071_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01071_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01071_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01071_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01071_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01071_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01072,D:\Github\RGB-S\data\simulation_binary_1//images//01072_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01072_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01072_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01072_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01072_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01072_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01072_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01072_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01072_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01072_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01073,D:\Github\RGB-S\data\simulation_binary_1//images//01073_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01073_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01073_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01073_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01073_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01073_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01073_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01073_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01073_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01073_07.png,1,Test
D:\Github\RGB-S\data\simulation_binary_1//images//01074,D:\Github\RGB-S\data\simulation_binary_1//images//01074_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01074_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01074_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01074_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01074_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01074_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01074_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01074_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01074_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01074_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01075,D:\Github\RGB-S\data\simulation_binary_1//images//01075_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01075_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01075_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01075_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01075_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01075_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01075_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01075_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01075_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01075_07.png,0,Train
